age,gender,height,weight,goal_weight,goal,activity,workout_days,sleep,water,target_calories,workout_intensity
31,male,167.5,78.0,78.0,recomposition,lightly active,4,6.7,1.12,2399,Moderate
31,female,170.5,78.8,90.1,muscle gain,sedentary,4,6.9,2.47,2056,Moderate
16,male,165.6,91.0,91.0,maintenance,sedentary,2,7.5,2.85,2532,Low
66,male,173.2,98.3,98.3,recomposition,extremely active,5,7.8,2.91,3073,High
28,male,174.5,98.7,98.7,maintenance,moderately active,5,5.5,2.28,2971,High
24,male,169.4,80.0,72.7,fat loss,sedentary,5,7.8,1.3,1768,Low
24,female,165.7,49.9,47.4,fat loss,very active,4,5.6,3.21,1929,High
69,female,158.0,69.1,59.2,fat loss,lightly active,4,7.6,2.23,1269,Moderate
41,male,182.6,66.2,63.4,fat loss,lightly active,2,8.3,2.29,1894,Low
33,male,173.9,79.1,79.1,recomposition,extremely active,4,7.4,4.05,3258,High
37,female,158.8,92.8,84.7,fat loss,moderately active,2,4.2,2.57,1863,Moderate
20,male,176.4,103.6,108.4,muscle gain,sedentary,6,4.9,2.14,2743,Moderate
32,male,165.2,88.3,94.1,muscle gain,extremely active,1,7.7,2.09,3737,High
29,male,174.4,113.1,103.0,fat loss,sedentary,1,4.1,2.95,1874,Low
59,male,166.4,49.8,49.8,endurance,very active,5,7.7,1.93,2283,High
19,female,166.6,52.5,47.1,fat loss,sedentary,5,8.2,2.86,1264,Low
38,male,169.8,75.0,68.6,fat loss,lightly active,4,8.4,3.27,1829,High
58,male,177.7,100.9,107.9,muscle gain,extremely active,4,6.7,2.44,3920,High
61,female,163.3,69.1,60.6,fat loss,sedentary,1,7.5,3.19,1148,Low
43,male,175.1,59.5,63.1,muscle gain,extremely active,6,7.3,2.45,3610,High
28,female,147.4,61.5,55.9,fat loss,lightly active,6,5.2,2.02,1376,Moderate
34,male,181.4,63.2,65.1,muscle gain,lightly active,2,7.9,1.33,2657,High
28,male,169.7,60.5,54.3,fat loss,extremely active,1,8.7,2.69,2388,High
51,male,175.1,108.0,108.0,endurance,very active,4,7.8,2.71,3801,High
31,female,150.6,79.0,79.0,recomposition,lightly active,2,6.4,3.19,1763,Low
50,female,151.5,80.1,80.1,recomposition,very active,1,7.9,3.12,2179,High
51,male,164.6,78.7,78.7,maintenance,moderately active,1,8.6,3.95,2362,Moderate
66,male,168.6,76.5,76.5,recomposition,sedentary,4,8.4,2.09,1644,Low
35,male,194.6,68.2,68.2,endurance,lightly active,3,8.2,2.75,2535,Low
67,female,153.8,66.9,59.3,fat loss,lightly active,5,5.1,2.02,1229,Low
37,male,161.8,84.7,84.7,maintenance,moderately active,2,7.5,3.15,2379,Moderate
52,female,165.6,71.5,62.6,fat loss,extremely active,4,7.8,1.85,1983,High
51,female,162.6,66.6,66.6,maintenance,moderately active,2,8.2,3.14,1917,Moderate
60,female,168.8,75.3,75.3,endurance,sedentary,4,7.6,1.98,1787,Moderate
41,male,180.7,93.8,93.8,recomposition,very active,5,8.9,3.04,2794,High
58,male,168.6,86.7,86.7,recomposition,moderately active,3,4.8,3.34,2335,Moderate
35,male,171.7,71.3,67.9,fat loss,lightly active,6,7.7,1.41,1698,High
42,female,157.7,62.6,62.6,endurance,lightly active,4,7.6,1.56,1871,High
42,female,162.3,80.9,80.9,recomposition,very active,2,8.1,2.66,2302,Moderate
54,female,157.6,42.6,45.0,muscle gain,moderately active,6,8.9,2.59,1808,High
49,male,173.4,86.7,97.1,muscle gain,moderately active,3,5.9,2.3,2961,High
20,male,169.7,67.9,67.9,maintenance,sedentary,5,8.8,2.17,2032,Low
59,female,180.0,43.2,43.2,recomposition,sedentary,3,8.0,1.9,1338,Low
56,female,159.6,55.3,55.3,maintenance,lightly active,1,6.8,2.73,1416,Low
21,female,163.0,67.5,67.5,endurance,very active,4,5.9,1.82,2548,High
67,female,153.8,69.3,73.1,muscle gain,sedentary,4,7.2,2.76,1596,Low
51,male,178.8,89.0,89.0,recomposition,sedentary,5,7.3,2.1,2027,Low
20,male,176.4,70.1,70.1,endurance,extremely active,5,7.4,2.2,3143,High
42,male,176.4,96.4,96.4,recomposition,lightly active,5,6.2,3.35,2533,Moderate
61,female,172.5,72.9,81.8,muscle gain,sedentary,4,7.7,3.17,1808,Low
31,female,160.0,77.5,77.5,maintenance,extremely active,1,6.5,1.8,2793,High
66,male,172.7,64.7,64.7,maintenance,moderately active,4,8.5,1.89,2143,Moderate
38,female,175.0,74.5,80.5,muscle gain,sedentary,6,9.1,3.04,1618,Low
28,female,167.4,42.9,40.8,fat loss,moderately active,6,6.0,1.5,1504,High
35,female,147.5,55.1,50.1,fat loss,sedentary,1,7.1,3.52,1130,Low
44,female,166.2,85.8,85.8,recomposition,lightly active,6,8.2,2.59,1930,Moderate
53,male,185.1,105.6,109.8,muscle gain,extremely active,1,7.3,2.1,3786,High
66,male,180.3,104.1,104.1,recomposition,very active,1,5.4,2.51,2923,Moderate
26,female,165.9,51.4,51.4,recomposition,moderately active,1,8.0,3.45,1966,High
67,female,150.8,88.3,88.3,maintenance,lightly active,4,6.3,1.01,1783,Moderate
44,male,182.6,42.5,48.0,muscle gain,moderately active,2,7.2,3.22,2349,High
22,male,175.8,74.3,74.3,endurance,very active,4,5.8,3.34,3083,High
66,female,165.5,64.2,56.3,fat loss,very active,3,8.0,2.28,1667,High
34,female,167.0,69.5,76.9,muscle gain,moderately active,6,6.5,2.45,2251,High
49,male,169.0,77.1,77.1,recomposition,sedentary,2,8.1,2.6,1788,Low
53,female,165.9,60.0,60.0,endurance,extremely active,2,6.7,3.01,2575,High
16,male,178.7,85.2,85.2,maintenance,lightly active,4,6.4,1.99,2461,Moderate
27,male,167.2,98.0,98.0,recomposition,extremely active,1,7.5,2.49,3364,High
53,female,178.7,70.3,77.6,muscle gain,extremely active,3,5.7,2.43,3154,High
33,male,182.6,61.1,61.1,endurance,lightly active,4,9.2,2.98,2402,High
16,female,164.4,63.6,63.6,maintenance,moderately active,4,7.2,4.37,2265,Moderate
17,male,183.7,90.3,90.3,recomposition,very active,3,6.3,1.99,3306,High
60,female,164.8,77.0,69.6,fat loss,lightly active,1,6.5,2.56,1506,Low
24,male,175.1,103.9,103.9,maintenance,very active,2,7.0,1.97,3434,High
21,female,178.2,68.7,68.7,recomposition,moderately active,1,8.2,2.16,2409,Moderate
46,male,167.3,93.0,93.0,maintenance,extremely active,6,5.9,1.75,3233,High
22,female,171.1,71.7,71.7,endurance,extremely active,4,6.6,1.43,2843,High
51,male,164.1,88.5,88.5,endurance,extremely active,2,6.9,3.33,3038,High
45,male,172.7,46.6,44.8,fat loss,lightly active,2,8.9,2.75,1404,Moderate
51,male,177.4,76.4,76.4,endurance,very active,1,8.2,2.57,2828,High
42,female,159.2,76.2,79.8,muscle gain,very active,3,8.9,1.89,2563,High
58,male,171.0,79.1,79.1,maintenance,moderately active,1,7.0,2.45,2269,Moderate
50,female,163.6,71.7,71.7,maintenance,sedentary,5,8.7,1.69,1630,Low
38,female,155.8,86.1,86.1,recomposition,lightly active,2,8.5,2.48,1828,Moderate
16,female,173.3,74.2,74.2,maintenance,moderately active,1,7.8,2.73,2536,High
30,female,170.6,48.8,48.8,maintenance,extremely active,1,7.9,2.12,2464,High
23,male,182.3,66.1,66.1,maintenance,extremely active,1,6.3,1.97,3708,High
16,female,164.7,59.2,65.4,muscle gain,extremely active,3,9.2,2.16,2857,High
30,female,162.7,58.2,58.2,maintenance,extremely active,1,6.7,3.07,2424,High
27,male,178.1,68.3,64.4,fat loss,sedentary,1,7.7,2.64,1528,Low
20,male,172.2,91.0,86.2,fat loss,extremely active,2,7.8,1.38,2673,High
32,female,163.9,56.6,56.6,recomposition,moderately active,4,5.4,3.01,1822,High
43,male,176.0,71.9,80.9,muscle gain,sedentary,2,6.9,2.88,2062,Moderate
25,female,152.8,42.8,42.8,recomposition,sedentary,3,7.2,2.63,1162,Low
30,male,176.4,68.3,68.3,recomposition,lightly active,3,6.9,3.65,2173,Low
17,male,177.6,67.6,67.6,recomposition,lightly active,4,7.0,2.52,2085,Moderate
18,female,161.3,63.4,63.4,maintenance,sedentary,1,8.8,2.8,1726,Low
24,male,170.6,81.5,81.5,maintenance,lightly active,6,6.0,2.83,2553,Moderate
40,female,171.9,75.6,75.6,recomposition,moderately active,1,5.5,3.11,2051,High
51,female,157.1,61.8,71.0,muscle gain,lightly active,6,6.3,2.34,1976,Moderate
58,male,167.8,74.3,74.3,maintenance,very active,2,7.9,2.05,2662,Moderate
49,male,176.3,60.4,67.0,muscle gain,very active,3,8.0,3.18,2820,High
49,female,157.2,50.5,54.7,muscle gain,lightly active,1,7.7,3.14,1488,Low
66,female,158.8,71.6,66.9,fat loss,sedentary,3,8.1,3.39,1049,Low
29,male,181.7,68.0,63.7,fat loss,lightly active,6,7.3,2.79,2017,Moderate
59,female,167.1,87.1,75.6,fat loss,very active,5,6.4,1.35,2173,High
66,male,175.8,89.0,89.0,recomposition,lightly active,4,5.9,2.61,2382,Low
46,male,153.9,91.3,91.3,recomposition,moderately active,3,5.5,2.52,2700,Moderate
61,female,172.1,60.0,53.5,fat loss,extremely active,6,6.7,3.36,1990,High
23,male,177.4,92.8,92.8,recomposition,very active,5,7.9,3.24,3203,High
63,female,156.7,86.0,86.0,recomposition,very active,2,7.3,2.93,2309,Moderate
46,female,171.6,90.1,90.1,endurance,sedentary,4,7.0,1.05,1912,Low
27,female,165.3,78.4,78.4,endurance,very active,3,5.7,1.92,2795,High
19,female,161.9,73.0,69.3,fat loss,lightly active,2,10.0,2.25,1708,Moderate
54,male,165.7,73.8,73.8,maintenance,moderately active,4,6.0,2.26,2446,Moderate
39,male,173.6,79.2,79.2,endurance,very active,3,7.1,2.62,3033,High
32,female,166.8,57.6,65.0,muscle gain,extremely active,1,8.2,3.54,2425,High
37,female,164.3,76.0,76.0,maintenance,very active,6,7.1,3.05,2260,High
69,male,167.4,69.2,60.3,fat loss,lightly active,4,6.0,1.86,1582,Low
39,female,148.8,63.4,65.6,muscle gain,moderately active,4,8.0,1.92,2034,High
20,male,173.1,83.3,83.3,endurance,lightly active,6,5.4,1.86,2732,High
31,female,160.4,48.7,48.7,recomposition,moderately active,5,9.1,2.42,1602,High
23,male,171.4,70.9,76.6,muscle gain,very active,6,7.3,3.06,3491,High
53,female,166.4,84.0,84.0,endurance,extremely active,5,6.7,3.17,2738,High
59,male,181.6,65.4,73.1,muscle gain,lightly active,2,5.3,2.24,2513,Low
61,male,159.8,70.3,75.5,muscle gain,lightly active,3,5.6,2.48,1958,Moderate
50,female,164.4,73.4,73.4,maintenance,extremely active,4,6.9,3.67,2659,High
57,male,174.6,93.0,93.0,recomposition,sedentary,2,9.3,1.46,1874,Low
38,male,176.6,68.9,71.4,muscle gain,lightly active,2,7.3,2.95,2475,High
49,female,174.8,53.6,55.9,muscle gain,extremely active,4,7.4,2.87,2769,High
21,male,162.1,69.1,69.1,recomposition,extremely active,3,7.5,2.29,3052,High
45,male,169.4,77.2,81.1,muscle gain,extremely active,1,9.8,2.49,3258,High
46,male,169.8,82.0,70.5,fat loss,extremely active,4,6.5,2.79,2425,High
17,female,168.1,67.6,64.3,fat loss,lightly active,4,8.9,2.29,1475,Moderate
45,female,158.9,76.2,86.1,muscle gain,sedentary,5,6.5,2.05,1642,Moderate
55,female,159.7,69.1,65.2,fat loss,extremely active,1,6.2,2.0,1809,High
35,male,177.1,64.9,56.4,fat loss,moderately active,3,6.9,3.8,1866,Moderate
45,male,176.1,85.4,85.4,recomposition,lightly active,6,6.9,2.19,2061,High
31,male,181.7,87.7,87.7,maintenance,moderately active,2,7.7,2.64,2852,Moderate
30,female,147.3,86.1,78.6,fat loss,extremely active,5,4.2,3.05,2231,High
22,male,180.5,69.9,78.1,muscle gain,moderately active,3,7.2,2.35,2987,High
33,male,173.8,92.8,92.8,recomposition,very active,2,6.3,2.53,2893,High
59,female,169.0,99.3,99.3,endurance,moderately active,5,6.1,2.85,2503,High
66,female,173.9,93.3,93.3,endurance,moderately active,5,5.4,1.91,2441,High
50,female,161.9,51.4,57.7,muscle gain,extremely active,6,6.6,1.42,2489,High
49,male,177.6,62.3,62.3,endurance,extremely active,5,6.4,1.99,2858,High
49,female,162.8,69.8,69.8,maintenance,moderately active,2,6.5,3.71,1825,Moderate
41,female,174.2,73.4,83.6,muscle gain,extremely active,5,5.0,2.1,3040,High
38,male,171.3,54.4,54.4,maintenance,very active,1,7.1,2.59,2402,High
49,female,146.4,91.9,78.6,fat loss,sedentary,3,6.1,1.57,1238,Low
58,female,162.4,68.5,68.5,maintenance,extremely active,2,5.0,3.44,2316,High
38,male,177.9,108.6,108.6,maintenance,very active,4,6.3,2.29,3288,High
46,female,166.7,76.4,76.4,maintenance,extremely active,5,6.1,2.18,2676,High
41,female,159.4,67.7,58.8,fat loss,very active,4,7.0,2.41,1849,High
31,female,165.3,45.9,40.5,fat loss,extremely active,2,6.3,4.26,1730,High
31,female,169.8,81.2,86.6,muscle gain,moderately active,3,5.3,2.81,2786,High
20,female,162.4,75.9,75.9,endurance,sedentary,1,5.9,2.39,1871,Low
39,female,181.4,73.1,73.1,maintenance,lightly active,4,4.9,0.5,2042,Moderate
54,male,177.9,98.3,98.3,maintenance,sedentary,5,8.4,3.45,2155,Low
53,female,170.0,93.5,93.5,recomposition,lightly active,2,8.6,2.01,2029,Low
69,female,168.3,70.0,70.0,maintenance,moderately active,4,8.7,1.9,1772,Low
18,female,158.1,53.2,59.5,muscle gain,extremely active,6,6.3,1.97,2404,High
57,male,165.9,40.0,40.0,endurance,very active,1,8.6,3.53,2236,High
58,male,173.6,62.6,67.2,muscle gain,moderately active,6,7.5,2.47,2507,High
39,female,164.0,77.2,77.2,recomposition,moderately active,2,6.0,1.43,2053,Moderate
31,female,165.4,62.0,62.0,endurance,moderately active,2,6.2,2.36,2316,High
35,female,151.5,74.0,74.0,recomposition,moderately active,5,6.8,1.92,2331,High
52,male,170.9,78.9,78.9,endurance,moderately active,3,7.1,2.75,2373,High
62,male,165.2,107.0,100.0,fat loss,extremely active,3,7.4,2.23,2726,High
50,female,162.6,58.9,58.9,recomposition,sedentary,2,7.0,1.4,1416,Low
43,male,177.1,74.5,66.0,fat loss,lightly active,1,6.6,2.44,1629,Low
51,female,160.1,78.9,78.9,maintenance,sedentary,6,8.6,2.46,1497,Low
19,male,180.3,64.7,61.2,fat loss,extremely active,1,6.9,1.62,2706,High
48,male,178.3,59.4,59.4,recomposition,sedentary,1,6.8,1.13,1674,Low
18,female,159.8,50.7,57.0,muscle gain,very active,5,6.7,2.7,2323,High
67,male,179.8,69.4,59.2,fat loss,sedentary,5,6.9,2.3,1288,Moderate
64,female,169.4,80.1,80.1,endurance,moderately active,2,5.4,2.35,2288,Moderate
43,female,156.2,81.5,81.5,endurance,extremely active,5,5.8,3.02,2586,High
36,female,177.3,75.6,64.3,fat loss,extremely active,5,9.9,1.14,2174,High
55,male,176.1,79.9,89.0,muscle gain,sedentary,2,5.0,2.54,2065,Low
50,male,173.5,80.8,71.6,fat loss,very active,1,7.3,2.96,2227,Moderate
54,female,169.3,67.8,67.8,recomposition,lightly active,5,7.4,2.37,1592,Moderate
43,male,171.7,58.8,58.8,endurance,very active,5,8.2,1.51,2479,High
28,male,177.7,74.6,85.7,muscle gain,moderately active,3,7.4,2.04,3158,High
19,male,177.9,68.2,68.2,maintenance,very active,2,9.3,2.18,2969,High
31,female,164.4,62.8,62.8,recomposition,extremely active,3,7.3,1.39,2420,High
44,male,169.3,99.7,99.7,maintenance,lightly active,2,8.6,2.76,2596,Low
38,male,172.5,79.0,79.0,recomposition,sedentary,6,8.2,2.5,1797,Moderate
43,female,162.1,56.5,56.5,recomposition,lightly active,2,8.9,2.05,1605,Moderate
30,male,164.8,68.9,68.9,recomposition,lightly active,3,7.0,3.19,2109,Moderate
66,female,165.1,53.4,53.4,recomposition,sedentary,4,7.5,2.13,1150,Low
35,female,163.3,62.4,62.4,maintenance,very active,1,6.6,3.54,2338,High
61,female,164.0,63.8,71.6,muscle gain,extremely active,4,7.2,2.31,2583,High
37,female,175.9,67.0,67.0,recomposition,moderately active,4,7.3,1.83,2129,High
39,male,156.8,84.3,79.0,fat loss,moderately active,4,4.5,1.85,2227,High
48,male,179.5,85.4,85.4,maintenance,moderately active,4,6.8,2.56,2718,Moderate
30,male,171.1,80.4,77.5,fat loss,extremely active,3,8.1,1.75,2482,High
27,male,178.2,72.0,72.0,recomposition,sedentary,4,5.4,2.6,1957,Moderate
36,female,159.7,72.9,72.9,recomposition,moderately active,6,5.8,2.22,2043,High
59,female,162.2,69.0,69.0,maintenance,extremely active,3,8.4,2.2,2213,High
23,female,159.1,50.0,51.5,muscle gain,sedentary,3,8.6,2.47,1439,Moderate
39,female,165.5,74.3,74.3,maintenance,moderately active,5,6.3,3.2,2195,High
52,female,159.0,69.2,69.2,recomposition,sedentary,1,7.2,2.12,1523,Low
54,male,174.9,76.0,76.0,recomposition,extremely active,2,6.9,2.63,3030,High
39,male,182.6,84.9,84.9,endurance,very active,1,8.4,2.81,3316,High
20,female,172.6,62.8,55.8,fat loss,extremely active,3,6.4,1.65,2405,High
16,male,179.7,112.8,103.4,fat loss,lightly active,1,6.5,2.87,2419,Low
41,female,164.7,90.9,90.9,recomposition,very active,2,8.6,3.07,2546,High
59,female,149.7,95.2,81.4,fat loss,very active,3,5.8,3.18,2000,High
17,female,152.7,40.0,34.0,fat loss,sedentary,4,6.4,1.72,1017,Low
63,female,158.9,74.3,82.8,muscle gain,very active,3,7.2,1.77,2249,High
52,female,170.9,80.4,80.4,recomposition,very active,5,8.8,2.46,2238,High
16,female,157.5,65.2,55.5,fat loss,very active,5,5.6,2.42,1870,High
34,female,157.3,80.1,83.4,muscle gain,moderately active,1,6.1,2.51,2654,High
27,male,168.3,86.4,74.4,fat loss,extremely active,5,7.7,2.25,2479,High
67,male,183.0,91.7,91.7,endurance,sedentary,1,7.9,2.63,2053,Low
45,female,157.5,69.7,69.7,recomposition,lightly active,2,7.3,0.71,1774,Moderate
33,female,176.9,93.4,89.2,fat loss,lightly active,5,6.9,2.96,1845,Moderate
31,female,161.1,51.9,56.9,muscle gain,extremely active,4,7.2,3.53,2544,High
46,female,163.8,66.5,66.5,maintenance,sedentary,2,5.2,2.11,1522,Low
16,female,160.2,62.2,62.2,maintenance,sedentary,1,7.1,2.64,1851,Low
29,female,166.1,81.7,75.7,fat loss,extremely active,2,8.8,3.68,2434,High
24,female,171.6,83.5,83.5,maintenance,lightly active,5,5.4,2.52,2270,Moderate
49,male,181.5,87.5,87.5,endurance,very active,4,6.1,2.71,3243,High
52,male,176.8,102.2,107.1,muscle gain,lightly active,1,6.5,3.79,2954,Low
41,male,164.6,81.2,77.7,fat loss,very active,3,6.6,3.93,2515,High
23,male,181.0,74.8,81.5,muscle gain,extremely active,2,9.2,1.76,3680,High
36,female,169.8,63.4,63.4,maintenance,very active,1,5.9,2.21,2360,High
61,male,171.2,74.6,84.0,muscle gain,lightly active,1,5.6,3.13,2339,Low
26,male,180.2,89.9,85.4,fat loss,very active,5,7.9,2.85,2764,High
24,male,173.8,90.5,85.3,fat loss,extremely active,1,6.2,2.99,3144,High
22,female,169.7,81.0,81.0,recomposition,extremely active,2,7.9,0.66,2785,High
60,female,174.0,75.8,67.7,fat loss,lightly active,6,6.8,1.13,1564,Moderate
22,male,174.9,97.9,104.2,muscle gain,lightly active,5,7.6,3.75,3061,Moderate
47,female,162.3,72.0,72.0,recomposition,moderately active,4,5.1,3.04,1806,High
69,female,145.8,53.4,53.4,maintenance,lightly active,5,7.5,2.75,1367,Moderate
50,female,151.7,66.1,57.2,fat loss,very active,1,7.3,1.63,1809,High
38,female,160.2,82.1,70.8,fat loss,moderately active,2,6.7,2.21,1914,Moderate
27,female,155.3,56.3,56.3,maintenance,moderately active,3,5.5,2.9,1846,Moderate
16,male,170.2,91.1,95.5,muscle gain,extremely active,5,7.3,1.53,3714,High
24,female,153.8,56.6,56.6,endurance,lightly active,1,7.9,2.01,1868,Moderate
67,male,180.8,75.5,64.4,fat loss,extremely active,4,6.4,2.76,2211,High
23,male,173.2,54.0,47.0,fat loss,moderately active,1,6.4,2.91,1765,Moderate
17,female,171.4,75.1,75.1,maintenance,extremely active,6,8.0,2.13,3032,High
60,female,158.7,40.0,40.0,endurance,moderately active,2,9.1,3.19,1582,High
38,female,166.2,76.4,65.1,fat loss,very active,5,8.1,3.16,1963,High
35,male,173.8,91.4,91.4,endurance,sedentary,4,7.3,1.25,2278,Moderate
54,male,177.3,91.8,91.8,endurance,lightly active,3,6.7,3.65,2526,Moderate
44,male,169.2,89.8,89.8,maintenance,moderately active,5,7.0,3.32,2549,High
65,female,162.8,56.8,56.8,maintenance,lightly active,4,5.4,2.64,1477,Low
41,female,151.1,67.1,67.1,endurance,sedentary,3,6.8,2.4,1421,Moderate
54,female,161.4,62.3,62.3,recomposition,moderately active,4,8.3,3.05,1846,Moderate
63,female,162.9,72.0,72.0,maintenance,lightly active,2,7.0,2.87,2026,Low
41,male,172.9,81.0,86.5,muscle gain,very active,5,6.2,2.31,3278,High
31,male,182.2,75.3,75.3,endurance,moderately active,5,6.1,3.62,3037,High
68,male,162.1,58.1,61.0,muscle gain,moderately active,3,7.0,1.03,2152,Moderate
28,male,172.3,62.7,66.0,muscle gain,extremely active,4,5.5,2.03,3069,High
18,male,171.6,83.2,83.2,endurance,sedentary,5,5.9,2.81,2602,Moderate
47,male,181.7,92.7,92.7,maintenance,very active,4,8.8,2.46,3001,High
69,male,174.7,80.1,80.1,recomposition,moderately active,2,5.8,2.99,2417,Moderate
20,female,167.7,59.1,59.1,endurance,very active,2,6.0,1.52,2528,High
61,male,179.6,67.1,67.1,recomposition,extremely active,6,7.3,2.32,2888,High
60,male,172.1,86.2,80.4,fat loss,lightly active,5,6.5,3.31,1800,Low
66,male,176.7,98.1,98.1,recomposition,lightly active,2,7.1,1.45,2139,Low
38,male,172.5,94.9,94.9,maintenance,very active,5,8.0,2.33,3051,High
29,female,164.3,84.1,75.4,fat loss,very active,1,5.1,2.13,2460,High
43,male,165.7,95.0,86.8,fat loss,sedentary,5,7.9,2.75,1737,Moderate
23,male,169.2,80.8,80.8,endurance,lightly active,2,6.3,2.78,2866,Low
61,male,178.2,103.3,93.7,fat loss,extremely active,2,6.7,2.57,2745,High
51,female,157.4,75.9,75.9,maintenance,moderately active,6,9.3,2.3,2145,High
42,female,161.7,69.5,69.5,endurance,extremely active,1,5.3,2.54,2457,High
43,male,184.6,84.5,84.5,endurance,very active,5,7.7,2.38,3246,High
54,male,174.0,58.3,58.3,endurance,lightly active,3,8.4,2.48,2300,Moderate
44,male,161.8,101.3,101.3,recomposition,lightly active,3,6.2,3.52,2252,Moderate
61,male,154.0,83.1,83.1,maintenance,extremely active,3,6.2,1.66,2720,High
65,female,161.7,82.6,92.0,muscle gain,very active,6,6.6,2.74,2739,High
67,female,159.3,62.7,62.7,endurance,moderately active,4,6.2,1.84,1846,Moderate
49,female,169.5,60.5,60.5,maintenance,very active,2,7.1,3.87,2418,High
56,male,179.4,116.9,130.3,muscle gain,moderately active,1,8.1,2.56,3448,Moderate
32,male,171.2,81.8,81.8,endurance,lightly active,2,6.6,1.61,2512,Moderate
18,male,167.2,66.0,72.2,muscle gain,extremely active,1,8.1,2.34,3513,High
37,male,172.1,96.0,84.9,fat loss,extremely active,1,8.7,1.48,2638,High
